0 1 2
203 1 0
204 1 4
205 1 3
206 1 6
207 1 6
208 1 2
209 1 0
210 1 0
211 1 1
212 1 0
213 1 1
214 1 1
215 1 1
216 1 1
217 1 9
218 1 0
219 1 7
220 1 1
221 1 2
222 1 3
223 1 7
224 1 1
225 1 12
226 1 18
227 1 3
228 1 0
229 1 1
230 1 2
231 1 1
232 1 0
233 1 0
234 1 1
235 1 0
236 1 6
237 1 1
238 1 5
239 1 0
240 1 0
241 1 0
242 1 0
243 1 0
244 1 0
245 1 1
246 1 0
247 1 2
248 1 0
249 1 0
250 1 0
251 1 0
252 1 0
253 1 0
254 1 8
255 1 6
256 1 3
257 1 1
258 1 1
259 1 2
260 1 0
261 1 5
262 1 1
263 1 0
264 1 1
265 1 0
266 1 0
267 1 2
268 1 0
269 1 0
270 1 4
271 1 2
272 1 3
273 1 3
274 1 0
275 1 3
276 1 3
277 1 4
278 1 2
279 1 0
280 1 0
281 1 1
282 1 0
283 1 2
284 1 1
285 1 0
286 1 2
287 1 2
288 1 4
289 1 3
290 1 7
291 1 1
292 1 0
293 1 0
294 1 0
295 1 3
296 1 1
297 1 0
298 1 1
299 1 0
300 1 3
301 1 1
302 1 0
303 1 0
304 1 31
305 1 2
306 1 1
307 1 0
308 1 1
309 1 1
310 1 0
311 1 1
312 1 0
313 1 0
314 1 8
315 1 10
316 1 2
317 1 0
318 1 0
319 1 0
320 1 0
321 1 2
322 1 2
323 1 0
324 1 2
325 1 3
326 1 1
327 1 2
328 1 1
329 1 5
330 1 0
331 1 0
332 1 0
333 1 6
334 1 1
335 1 0
336 1 0
337 1 0
338 1 5
339 1 1
340 1 0
341 1 1
342 1 3
343 1 0
344 1 0
345 1 0
346 1 0
347 1 1
348 1 0
349 1 1
350 1 2
351 1 0
352 1 0
353 1 1
354 1 7
355 1 1
356 1 2
357 1 0
358 1 1
359 1 0
360 1 1
361 1 2
362 1 0
363 1 1
364 1 3
365 1 1
366 1 4
367 1 3
368 1 0
369 1 1
370 1 0
371 1 0
372 1 0
373 1 0
374 1 1
375 1 1
376 1 2
377 1 3
378 1 1
379 1 2
380 1 1
381 1 0
382 1 0
383 1 1
384 1 1
385 1 1
386 1 4
387 1 1
388 1 0
389 1 0
390 1 0
391 1 2
392 1 0
393 1 0
394 1 0
395 1 0
396 1 0
397 1 0
398 1 0
399 1 0
400 1 2
401 1 1
402 1 1
403 1 1
404 1 0
405 1 2
406 1 1
407 1 0
408 1 3
409 1 4
410 1 3
411 1 1
412 1 0
413 1 1
414 1 3
415 1 3
416 1 0
417 1 6
418 1 1
419 1 0
420 1 0
421 1 0
422 1 4
423 1 0
424 1 0
425 1 0
426 1 1
427 1 0
428 1 0
429 1 2
430 1 2
431 1 0
432 1 2
433 1 4
434 1 3
435 1 1
436 1 0
437 1 4
438 1 1
439 1 0
440 1 6
441 1 34
442 1 6
443 1 0
444 1 1
445 1 1
446 1 0
447 1 1
448 1 1
449 1 0
450 1 3
451 1 0
452 1 4
453 1 2
454 1 2
455 1 2
456 1 1
457 1 5
458 1 0
459 1 0
460 1 1
461 1 0
462 1 1
463 1 0
464 1 3
465 1 1
466 1 0
467 1 3
468 1 0
469 1 4
470 1 2
471 1 1
472 1 2
473 1 0
474 1 0
475 1 1
476 1 1
477 1 0
478 1 1
479 1 0
480 1 0
481 1 1
482 1 0
483 1 0
484 1 0
485 1 0
486 1 0
487 1 1
488 1 1
489 1 1
490 1 6
491 1 12
492 1 2
493 1 1
494 1 2
495 1 0
496 1 0
497 1 0
498 1 0
499 1 0
500 1 3
501 1 3
502 1 0
503 1 1
504 1 8
505 1 1
506 1 5
507 1 2
508 1 1
509 1 1
510 1 6
511 1 4
512 1 3
513 1 4
514 1 3
515 1 8
516 1 2
517 1 8
518 1 2
519 1 3
520 1 6
521 1 4
522 1 1
523 1 4
524 1 1
525 1 2
526 1 0
527 1 0
528 1 1
529 1 1
530 1 0
531 1 0
532 1 0
533 1 2
534 1 2
535 1 1
536 1 1
537 1 0
538 1 0
539 1 0
540 1 0
541 1 3
542 1 13
543 1 3
544 1 2
545 1 0
546 1 0
547 1 1
548 1 0
549 1 0
550 1 11
551 1 5
552 1 4
553 1 1
554 1 0
555 1 1
556 1 4
557 1 2
558 1 1
559 1 0
560 1 2
561 1 4
562 1 0
563 1 2
564 1 0
565 1 1
566 1 2
567 1 3
568 1 5
569 1 2
570 1 0
571 1 0
572 1 0
573 1 0
574 1 1
575 1 2
576 1 2
577 1 1
578 1 0
579 1 3
580 1 0
581 1 0
582 1 1
583 1 1
584 1 3
585 1 0
586 1 2
587 1 7
588 1 12
589 1 13
590 1 1
591 1 1
592 1 13
593 1 2
594 1 0
595 1 1
596 1 0
597 1 0
598 1 1
599 1 0
600 1 9
601 1 0
602 1 0
603 1 1
604 1 0
605 1 0
606 1 2
607 1 0
608 1 6
609 1 3
610 1 8
611 1 3
612 1 0
613 1 1
614 1 0
615 1 6
616 1 3
617 1 0
618 1 1
619 1 2
620 1 4
621 1 4
622 1 0
623 1 1
624 1 1
625 1 0
626 1 0
627 1 0
628 1 5
629 1 1
630 1 2
631 1 2
632 1 8
633 1 0
634 1 2
635 1 1
636 1 1
637 1 0
638 1 3
639 1 13
640 1 3
641 1 1
642 1 3
643 1 0
644 1 0
645 1 0
646 1 0
647 1 2
648 1 0
649 1 0
650 1 5
651 1 2
652 1 0
653 1 4
654 1 0
655 1 0
656 1 3
657 1 0
658 1 9
659 1 2
660 1 4
661 1 0
662 1 0
663 1 5
664 1 0
665 1 1
666 1 1
667 1 1
668 1 1
669 1 1
670 1 2
671 1 0
672 1 2
673 1 1
674 1 2
675 1 0
676 1 1
677 1 3
678 1 1
679 1 0
680 1 0
681 1 0
682 1 4
683 1 2
684 1 1
685 1 0
686 1 0
687 1 0
688 1 0
689 1 7
690 1 0
691 1 0
692 1 3
693 1 0
694 1 0
695 1 0
696 1 1
697 1 0
698 1 0
699 1 0
700 1 2
701 1 0
702 1 6
703 1 1
704 1 0
705 1 1
706 1 0
707 1 1
708 1 4
709 1 2
710 1 2
711 1 1
712 1 5
713 1 11
714 1 2
715 1 0
716 1 0
717 1 1
718 1 0
719 1 0
720 1 0
721 1 1
722 1 7
723 1 2
724 1 1
725 1 2
726 1 1
727 1 4
728 1 3
729 1 3
730 1 1
731 1 0
732 1 3
733 1 0
734 1 2
735 1 2
736 1 0
737 1 1
738 1 0
739 1 3
740 1 0
741 1 1
742 1 4
743 1 0
744 1 1
745 1 0
746 1 1
747 1 0
748 1 0
749 1 0
750 1 3
751 1 2
752 1 2
753 1 0
754 1 1
755 1 1
756 1 2
757 1 1
758 1 1
759 1 1
760 1 0
761 1 0
762 1 0
763 1 2
764 1 2
765 1 1
766 1 1
767 1 1
768 1 2
769 1 0
770 1 1
771 1 0
772 1 0
773 1 0
774 1 3
775 1 3
776 1 0
777 1 4
778 1 0
779 1 2
780 1 0
781 1 1
782 1 1
783 1 1
784 1 2
785 1 1
786 1 0
787 1 0
788 1 0
789 1 2
790 1 5
791 1 2
792 1 1
793 1 0
794 1 1
795 1 0
796 1 2
797 1 2
798 1 1
799 1 1
800 1 3
801 1 2
802 1 4
803 1 1
804 1 5
805 1 2
806 1 0
807 1 0
808 1 1
809 1 0
810 1 0
811 1 0
812 1 3
813 1 0
814 1 1
815 1 3
816 1 1
817 1 2
818 1 1
819 1 1
820 1 1
821 1 4
822 1 1
823 1 0
824 1 0
825 1 1
826 1 0
827 1 1
828 1 2
829 1 2
830 1 1
831 1 2
832 1 1
833 1 1
834 1 2
835 1 3
836 1 0
837 1 0
838 1 0
839 1 0
840 1 1
841 1 7
842 1 2
843 1 0
844 1 1
845 1 0
846 1 2
847 1 10
848 1 2
849 1 1
850 1 2
851 1 0
852 1 16
853 1 2
854 1 1
855 1 4
856 1 20
857 1 0
858 1 1
859 1 4
860 1 2
861 1 0
862 1 2
863 1 1
864 1 1
865 1 3
866 1 5
867 1 3
868 1 8
869 1 2
870 1 0
871 1 0
872 1 0
873 1 1
874 1 2
875 1 2
876 1 1
877 1 6
878 1 2
879 1 2
880 1 6
881 1 0
882 1 3
883 1 3
884 1 3
885 1 3
886 1 2
887 1 1
888 1 3
889 1 0
890 1 0
891 1 4
892 1 0
893 1 1
894 1 0
895 1 2
896 1 4
897 1 0
898 1 0
899 1 1
900 1 5
901 1 3
902 1 4
903 1 1
904 1 1
905 1 3
906 1 3
907 1 4
908 1 1
909 1 3
910 1 10
911 1 3
912 1 4
913 1 0
914 1 10
915 1 3
916 1 3
917 1 1
918 1 1
919 1 3
920 1 0
921 1 0
922 1 1
923 1 0
924 1 1
925 1 4
926 1 2
927 1 0
928 1 2
929 1 0
930 1 5
931 1 0
932 1 1
933 1 1
934 1 3
935 1 1
936 1 0
937 1 1
938 1 2
939 1 1
940 1 1
941 1 3
942 1 3
943 1 3
944 1 0
945 1 1
946 1 0
947 1 3
948 1 0
949 1 1
950 1 1
951 1 6
952 1 1
953 1 0
954 1 7
955 1 1
956 1 2
957 1 2
958 1 1
959 1 0
960 1 2
961 1 1
962 1 6
963 1 5
964 1 1
965 1 2
966 1 1
967 1 1
968 1 11
969 1 0
970 1 1
971 1 0
972 1 3
973 1 0
974 1 1
975 1 5
976 1 3
977 1 3
978 1 1
979 1 1
980 1 1
981 1 1
982 1 3
983 1 1
984 1 0
985 1 3
986 1 0
987 1 0
988 1 3
989 1 7
990 1 2
991 1 11
992 1 8
993 1 0
994 1 0
995 1 0
996 1 7
997 1 0
998 1 1
999 1 0
1000 1 0
1001 1 0
1002 1 1
1003 1 0
1004 1 9
1005 1 8
1006 1 2
1007 1 4
1008 1 1
1009 1 1
1010 1 2
1011 1 2
1012 1 1
1013 1 0
1014 1 2
1015 1 0
1016 1 0
1017 1 5
1018 1 1
1019 1 0
1020 1 1
1021 1 2
1022 1 5
1023 1 1
1024 1 3
1025 1 2
1026 1 2
1027 1 0
1028 1 1
1029 1 0
1030 1 2
1031 1 0
1032 1 4
1033 1 1
1034 1 1
1035 1 0
1036 1 0
1037 1 0
1038 1 2
1039 1 0
1040 1 2
1041 1 0
1042 1 0
1043 1 0
1044 1 0
1045 1 2
1046 1 1
1047 1 1
1048 1 1
1049 1 2
1050 1 3
1051 1 1
1052 1 2
1053 1 4
1054 1 7
1055 1 3
1056 1 7
1057 1 23
1058 1 2
1059 1 0
1060 1 0
1061 1 0
1062 1 3
1063 1 3
1064 1 0
1065 1 1
1066 1 0
1067 1 0
1068 1 2
1069 1 0
1070 1 0
1071 1 1
1072 1 4
1073 1 7
1074 1 10
1075 1 0
1076 1 1
1077 1 0
1078 1 0
1079 1 0
1080 1 1
1081 1 3
1082 1 1
1083 1 5
1084 1 0
1085 1 1
1086 1 0
1087 1 0
1088 1 3
1089 1 0
1090 1 1
1091 1 0
1092 1 0
1093 1 4
1094 1 0
1095 1 2
1096 1 0
1097 1 1
1098 1 1
1099 1 0
1100 1 0
1101 1 4
1102 1 9
1103 1 0
1104 1 1
1105 1 3
1106 1 2
1107 1 2
1108 1 0
1109 1 0
1110 1 2
1111 1 1
1112 1 4
1113 1 6
1114 1 0
1115 1 0
1116 1 0
1117 1 3
1118 1 1
1119 1 3
1120 1 0
1121 1 2
1122 1 2
1123 1 0
1124 1 2
1125 1 14
1126 1 6
1127 1 1
1128 1 0
1129 1 1
1130 1 6
1131 1 2
1132 1 1
1133 1 0
1134 1 0
1135 1 1
1136 1 0
1137 1 0
1138 1 1
1139 1 2
1140 1 2
1141 1 1
1142 1 4
1143 1 1
1144 1 6
1145 1 1
1146 1 3
1147 1 2
1148 1 0
1149 1 0
1150 1 2
1151 1 2
1152 1 1
1153 1 2
1154 1 4
1155 1 0
1156 1 1
1157 1 0
1158 1 0
1159 1 1
1160 1 0
1161 1 4
1162 1 1
1163 1 0
1164 1 0
1165 1 0
1166 1 0
1167 1 1
1168 1 7
1169 1 7
1170 1 0
1171 1 1
1172 1 0
1173 1 1
1174 1 1
1175 1 5
1176 1 4
1177 1 14
1178 1 1
1179 1 9
1180 1 1
1181 1 1
1182 1 2
1183 1 0
1184 1 1
1185 1 0
1186 1 2
1187 1 1
1188 1 0
1189 1 0
1190 1 2
1191 1 3
1192 1 6
1193 1 1
1194 1 3
1195 1 3
1196 1 2
1197 1 1
1198 1 1
1199 1 1
1200 1 1
1201 1 3
1202 1 2
1203 1 0
1204 1 0
1205 1 1
1206 1 4
1207 1 0
1208 1 0
1209 1 1
1210 1 1
1211 1 2
1212 1 7
1213 1 4
1214 1 0
1215 1 0
1216 1 0
1217 1 1
1218 1 3
1219 1 2
1220 1 5
1221 1 1
1222 1 0
1223 1 4
1224 1 8
1225 1 0
1226 1 5
1227 1 2
1228 1 1
1229 1 5
1230 1 2
1231 1 0
1232 1 0
1233 1 2
1234 1 1
1235 1 2
1236 1 0
1237 1 1
1238 1 4
1239 1 0
1240 1 1
1241 1 0
1242 1 4
1243 1 2
1244 1 2
1245 1 4
1246 1 5
1247 1 2
1248 1 1
1249 1 1
1250 1 10
1251 1 2
1252 1 0
1253 1 3
1254 1 0
1255 1 0
1256 1 1
1257 1 1
1258 1 2
1259 1 8
1260 1 0
1261 1 4
1262 1 0
1263 1 2
1264 1 0
1265 1 0
1266 1 0
1267 1 5
1268 1 1
1269 1 0
1270 1 1
1271 1 2
1272 1 1
1273 1 3
1274 1 6
1275 1 3
1276 1 1
1277 1 0
1278 1 3
1279 1 4
1280 1 0
1281 1 0
1282 1 2
1283 1 0
1284 1 4
1285 1 0
1286 1 0
1287 1 0
1288 1 0
1289 1 1
1290 1 0
1291 1 1
1292 1 3
1293 1 1
1294 1 0
1295 1 1
1296 1 3
1297 1 0
1298 1 0
1299 1 3
1300 1 4
1301 1 1
1302 1 0
1303 1 7
1304 1 0
1305 1 0
1306 1 1
1307 1 2
1308 1 0
1309 1 0
1310 1 1
1311 1 1
1312 1 1
1313 1 1
1314 1 0
1315 1 1
1316 1 0
1317 1 1
1318 1 0
1319 1 1
1320 1 1
1321 1 1
1322 1 3
1323 1 0
1324 1 0
1325 1 3
1326 1 4
1327 1 0
1328 1 4
1329 1 0
1330 1 1
1331 1 0
1332 1 0
1333 1 1
1334 1 1
1335 1 3
1336 1 0
1337 1 1
1338 1 2
1339 1 0
1340 1 0
1341 1 0
1342 1 18
1343 1 2
1344 1 8
1345 1 4
1346 1 0
1347 1 2
1348 1 2
1349 1 1
1350 1 0
1351 1 1
1352 1 1
1353 1 1
1354 1 6
1355 1 1
1356 1 2
1357 1 6
1358 1 2
1359 1 6
1360 1 1
1361 1 5
1362 1 3
1363 1 0
1364 1 1
1365 1 0
1366 1 2
1367 1 0
1368 1 2
1369 1 2
1370 1 2
1371 1 0
1372 1 0
1373 1 0
1374 1 2
1375 1 2
1376 1 2
1377 1 0
1378 1 1
1379 1 0
1380 1 1
1381 1 0
1382 1 1
1383 1 2
1384 1 0
1385 1 0
1386 1 1
1387 1 0
1388 1 2
1389 1 0
1390 1 0
1391 1 0
1392 1 8
1393 1 3
1394 1 5
1395 1 1
1396 1 1
1397 1 3
1398 1 0
1399 1 2
1400 1 0
1401 1 1
1402 1 4
1403 1 0
1404 1 1
1405 1 0
1406 1 1
1407 1 2
1408 1 3
1409 1 5
1410 1 2
1411 1 2
1412 1 2
1413 1 0
1414 1 0
1415 1 1
1416 1 0
1417 1 0
1418 1 3
1419 1 0
1420 1 1
1421 1 0
1422 1 0
1423 1 0
1424 1 0
1425 1 2
1426 1 3
1427 1 0
1428 1 5
1429 1 0
1430 1 1
1431 1 2
1432 1 1
1433 1 0
1434 1 0
1435 1 1
1436 1 1
1437 1 3
1438 1 0
1439 1 1
1440 1 0
1441 1 1
1442 1 3
1443 1 2
1444 1 4
1445 1 5
1446 1 1
1447 1 6
1448 1 4
1449 1 1
1450 1 3
1451 1 6
1452 1 2
1453 1 0
1454 1 0
1455 1 0
1456 1 1
1457 1 1
1458 1 0
1459 1 2
1460 1 0
1461 1 1
1462 1 0
1463 1 4
1464 1 2
1465 1 0
1466 1 0
1467 1 0
1468 1 0
1469 1 3
1470 1 6
1471 1 1
1472 1 1
1473 1 0
1474 1 2
1475 1 1
1476 1 1
1477 1 3
1478 1 5
1479 1 7
1480 1 3
1481 1 3
1482 1 0
1483 1 4
1484 1 2
1485 1 2
1486 1 3
1487 1 1
1488 1 0
1489 1 3
1490 1 0
1491 1 1
1492 1 5
1493 1 2
1494 1 0
1495 1 0
1496 1 1
1497 1 0
1498 1 7
1499 1 2
1500 1 0
1501 1 1
1502 1 1
1503 1 1
1504 1 3
1505 1 0
1506 1 1
1507 1 2
1508 1 0
1509 1 1
1510 1 0
1511 1 0
1512 1 0
1513 1 1
1514 1 1
1515 1 1
1516 1 0
1517 1 0
1518 1 0
1519 1 1
1520 1 3
1521 1 0
1522 1 0
1523 1 0
1524 1 0
1525 1 1
1526 1 2
1527 1 8
1528 1 8
1529 1 12
1530 1 16
1531 1 2
1532 1 0
1533 1 0
1534 1 0
1535 1 1
1536 1 1
1537 1 1
1538 1 0
1539 1 3
1540 1 2
1541 1 1
1542 1 0
1543 1 0
1544 1 0
1545 1 0
1546 1 2
1547 1 0
1548 1 0
1549 1 2
1550 1 1
1551 1 15
1552 1 5
1553 1 1
1554 1 1
1555 1 0
1556 1 3
1557 1 1
1558 1 0
1559 1 1
1560 1 1
1561 1 0
1562 1 0
1563 1 0
1564 1 3
1565 1 3
1566 1 1
1567 1 2
1568 1 0
1569 1 2
1570 1 1
1571 1 5
1572 1 1
1573 1 0
1574 1 4
1575 1 0
1576 1 3
1577 1 5
1578 1 11
1579 1 0
1580 1 2
1581 1 2
1582 1 1
1583 1 0
1584 1 0
1585 1 2
1586 1 2
1587 1 15
1588 1 8
1589 1 4
1590 1 1
1591 1 0
1592 1 1
1593 1 0
1594 1 0
1595 1 0
1596 1 0
1597 1 1
1598 1 0
1599 1 5
1600 1 2
1601 1 0
1602 1 3
1603 1 5
1604 1 0
1605 1 1
1606 1 0
1607 1 1
1608 1 2
1609 1 5
1610 1 1
1611 1 0
1612 1 1
1613 1 0
1614 1 1
1615 1 2
1616 1 0
1617 1 0
1618 1 4
1619 1 0
1620 1 1
1621 1 0
1622 1 0
1623 1 1
1624 1 0
1625 1 3
1626 1 5
1627 1 3
1628 1 1
1629 1 0
1630 1 0
1631 1 7
1632 1 0
1633 1 1
1634 1 5
1635 1 3
1636 1 0
1637 1 3
1638 1 3
1639 1 5
1640 1 1
1641 1 1
1642 1 0
1643 1 0
1644 1 0
1645 1 0
1646 1 0
1647 1 2
1648 1 1
1649 1 5
1650 1 1
1651 1 0
1652 1 8
1653 1 13
1654 1 3
1655 1 3
1656 1 1
1657 1 0
1658 1 1
1659 1 0
1660 1 1
1661 1 1
1662 1 1
1663 1 2
1664 1 0
1665 1 2
1666 1 1
1667 1 0
1668 1 3
1669 1 2
1670 1 0
1671 1 2
1672 1 1
1673 1 0
1674 1 0
1675 1 1
1676 1 0
1677 1 1
1678 1 0
1679 1 0
1680 1 0
1681 1 0
1682 1 1
1683 1 1
1684 1 2
1685 1 0
1686 1 0
1687 1 1
1688 1 3
1689 1 5
1690 1 1
1691 1 0
1692 1 1
1693 1 0
1694 1 1
1695 1 0
1696 1 0
1697 1 1
1698 1 10
1699 1 2
1700 1 3
1701 1 0
1702 1 2
1703 1 32
1704 1 11
1705 1 0
1706 1 1
1707 1 0
1708 1 1
1709 1 0
1710 1 3
1711 1 6
1712 1 0
1713 1 3
1714 1 2
1715 1 0
1716 1 0
1717 1 3
1718 1 5
1719 1 0
1720 1 2
1721 1 0
1722 1 2
1723 1 2
1724 1 0
1725 1 0
1726 1 2
1727 1 1
1728 1 1
1729 1 4
1730 1 2
1731 1 3
1732 1 2
1733 1 0
1734 1 0
1735 1 0
1736 1 1
1737 1 0
1738 1 1
1739 1 10
1740 1 4
1741 1 3
1742 1 3
1743 1 0
1744 1 0
1745 1 0
1746 1 0
1747 1 1
1748 1 3
1749 1 3
1750 1 2
1751 1 1
1752 1 1
1753 1 0
1754 1 1
1755 1 4
1756 1 3
1757 1 2
1758 1 1
1759 1 1
1760 1 1
1761 1 2
1762 1 2
1763 1 1
1764 1 1
1765 1 3
1766 1 2
1767 1 2
1768 1 0
1769 1 1
1770 1 0
1771 1 0
1772 1 1
1773 1 8
1774 1 0
1775 1 0
1776 1 2
1777 1 2
1778 1 0
1779 1 1
1780 1 0
1781 1 1
1782 1 0
1783 1 1
1784 1 0
1785 1 0
1786 1 1
1787 1 2
1788 1 0
1789 1 3
1790 1 2
1791 1 0
1792 1 1
1793 1 0
1794 1 0
1795 1 1
1796 1 0
1797 1 3
1798 1 3
1799 1 6
1800 1 0
1801 1 0
1802 1 5
1803 1 0
1804 1 0
1805 1 2
1806 1 0
1807 1 1
1808 1 4
1809 1 0
1810 1 0
1811 1 1
1812 1 1
1813 1 1
1814 1 4
1815 1 6
1816 1 2
1817 1 0
1818 1 16
1819 1 1
1820 1 1
1821 1 5
1822 1 3
1823 1 3
1824 1 1
1825 1 0
1826 1 1
1827 1 2
1828 1 0
1829 1 0
1830 1 0
1831 1 0
1832 1 1
1833 1 6
1834 1 1
1835 1 6
1836 1 12
1837 1 5
1838 1 1
1839 1 3
1840 1 2
1841 1 0
1842 1 0
1843 1 8
1844 1 2
1845 1 1
1846 1 0
1847 1 0
1848 1 0
1849 1 2
1850 1 0
1851 1 1
1852 1 1
1853 1 0
1854 1 0
1855 1 0
1856 1 0
1857 1 1
1858 1 7
1859 1 2
1860 1 0
1861 1 4
1862 1 9
1863 1 1
1864 1 7
1865 1 7
1866 1 3
1867 1 5
1868 1 3
1869 1 2
1870 1 1
1871 1 0
1872 1 3
1873 1 2
1874 1 2
1875 1 0
1876 1 1
1877 1 5
1878 1 0
1879 1 2
1880 1 5
1881 1 1
1882 1 0
1883 1 2
1884 1 0
1885 1 0
1886 1 1
1887 1 5
1888 1 1
1889 1 3
1890 1 0
1891 1 0
1892 1 1
1893 1 3
1894 1 0
1895 1 0
1896 1 0
1897 1 0
1898 1 1
1899 1 1
1900 1 1
1901 1 0
1902 1 0
1903 1 0
1904 1 0
1905 1 0
1906 1 1
1907 1 0
1908 1 0
1909 1 0
1910 1 0
1911 1 23
1912 1 4
1913 1 0
1914 1 8
1915 1 9
1916 1 3
1917 1 0
1918 1 5
1919 1 4
1920 1 1
1921 1 0
1922 1 3
1923 1 3
1924 1 1
1925 1 1
1926 1 0
1927 1 2
1928 1 0
1929 1 0
1930 1 1
1931 1 0
1932 1 2
1933 1 1
1934 1 2
1935 1 25
1936 1 1
1937 1 1
1938 1 6
1939 1 4
1940 1 0
1941 1 0
1942 1 0
1943 1 3
1944 1 4
1945 1 0
1946 1 0
1947 1 2
1948 1 2
1949 1 0
1950 1 4
1951 1 1
1952 1 0
1953 1 0
1954 1 0
1955 1 0
1956 1 0
1957 1 1
1958 1 0
1959 1 0
1960 1 3
1961 1 4
1962 1 1
1963 1 5
1964 1 9
1965 1 8
1966 1 1
1967 1 2
1968 1 0
1969 1 0
1970 1 0
1971 1 1
1972 1 2
1973 1 7
1974 1 0
1975 1 0
1976 1 0
1977 1 2
1978 1 0
1979 1 2
1980 1 0
1981 1 1
1982 1 0
1983 1 0
1984 1 2
1985 1 5
1986 1 2
1987 1 0
1988 1 1
1989 1 0
1990 1 0
1991 1 0
1992 1 1
1993 1 12
1994 1 3
1995 1 3
1996 1 0
1997 1 1
1998 1 2
1999 1 6
2000 1 0
2001 1 0
2002 1 0
2003 1 0
2004 1 1
2005 1 3
2006 1 1
2007 1 0
2008 1 0
2009 1 0
2010 1 2
2011 1 3
2012 1 1
2013 1 0
2014 1 5
2015 1 0
2016 1 1
2017 1 0
2018 1 1
2019 1 4
2020 1 1
2021 1 0
2022 1 4
2023 1 4
2024 1 0
2025 1 0
2026 1 1
2027 1 3
2028 1 3
2029 1 2
2030 1 0
2031 1 0
2032 1 0
2033 1 2
2034 1 2
2035 1 0
2036 1 0
2037 1 0
2038 1 2
2039 1 0
2040 1 0
2041 1 0
2042 1 1
2043 1 5
2044 1 4
2045 1 6
2046 1 0
2047 1 0
2048 1 0
2049 1 3
2050 1 0
2051 1 3
2052 1 0
2053 1 0
2054 1 1
2055 1 0
2056 1 0
2057 1 0
2058 1 0
2059 1 1
2060 1 2
2061 1 1
2062 1 0
2063 1 0
2064 1 0
2065 1 1
2066 1 0
2067 1 1
2068 1 1
2069 1 3
2070 1 8
2071 1 2
2072 1 2
2073 1 1
2074 1 0
2075 1 0
2076 1 0
2077 1 1
2078 1 2
2079 1 3
2080 1 4
2081 1 2
2082 1 0
2083 1 3
2084 1 2
2085 1 0
2086 1 5
2087 1 0
2088 1 2
2089 1 0
2090 1 0
2091 1 1
2092 1 0
2093 1 4
2094 1 3
2095 1 4
2096 1 0
2097 1 3
2098 1 3
2099 1 0
2100 1 0
2101 1 3
2102 1 1
2103 1 2
2104 1 1
2105 1 0
2106 1 0
2107 1 0
2108 1 1
2109 1 1
2110 1 1
2111 1 4
2112 1 4
2113 1 2
2114 1 1
2115 1 2
2116 1 3
2117 1 0
2118 1 2
2119 1 4
2120 1 2
2121 1 8
2122 1 2
2123 1 1
2124 1 0
2125 1 0
2126 1 1
2127 1 4
2128 1 3
2129 1 6
2130 1 3
2131 1 11
2132 1 4
2133 1 3
2134 1 0
2135 1 0
2136 1 1
2137 1 6
2138 1 1
2139 1 0
2140 1 1
2141 1 1
