"East" "South"
212.162963672088 7410.98016716091
216.727635833922 7412.56650626278
217.643053404322 7413.95541309476
220.754086367939 7418.67534184914
222.113986473006 7422.06708287548
222.264928072895 7422.53043836249
223.392070567724 7425.99185808279
223.429351129583 7426.17415586694
225.148368160864 7431.17445672032
227.686533925555 7435.64280741412
227.61501954021 7436.89453039095
229.988129569471 7440.19899550662
230.377962652525 7452.75184665239
230.146899146425 7453.62232349125
229.987918755151 7454.22148322249
231.733467471649 7456.95013418217
232.633517349489 7459.49495145149
234.462365111479 7461.20021615845
236.349420457231 7462.09158026518
237.35077791299 7463.47510111411
237.468363923817 7464.60771578861
238.732648273216 7466.38757084419
239.959613523688 7467.24309310744
241.686395979528 7467.9753750529
245.053621453727 7469.40333220846
248.493530857852 7471.88938230845
250.654337241641 7472.92027189893
252.629591174365 7475.00727879219
252.850947693177 7475.24119005009
253.549154794709 7475.71820195275
255.950298467739 7476.29893363669
257.582852113614 7478.68989668068
258.266838649509 7479.2020062039
259.863272302403 7480.01602893611
261.090165894762 7480.58577376935
262.771298967195 7481.36647662091
269.0603737478 7483.91196698892
269.674437899635 7484.14077364789
269.959748037275 7484.21586523899
270.189618454484 7484.27635899506
272.151429442744 7484.52802523554
273.859138511955 7484.82600318222
274.546337423754 7485.22644024841
275.992121105057 7486.53383244137
281.122777888962 7493.11169844725
281.338681788616 7493.4291662555
283.633161221428 7496.80286230709
284.747753875724 7495.04205505581
285.475370755231 7492.78871455458
286.795059989589 7494.69701345086
288.962509740334 7495.90440331324
290.481302546558 7497.28652022928
291.900289159797 7498.88152407051
293.131157613842 7499.58295630724
293.581059388122 7499.83925445156
294.726529883431 7500.90370802099
295.935959879551 7502.01973821339
297.207046713659 7502.68669294933
302.104019243158 7503.2890873659
304.106517262436 7502.58566431625
308.989406383127 7498.68288759222
310.379121235787 7498.56506689295
313.387654686748 7499.95070884543
315.479439403421 7499.63228254603
316.734689666237 7499.39923867723
317.039999285289 7499.34259104866
320.104933228142 7498.33389706934
322.98780495688 7496.7747600107
325.122524922282 7496.71959620306
325.167058772302 7496.71847461973
329.084358463776 7498.49318372021
335.052877180818 7502.94646154212
336.866592800953 7503.59892404847
337.233235967847 7503.53991153676
337.533584881708 7503.33097176504
338.907903308931 7501.10431919842
341.682213859395 7498.43688677777
342.0357242422 7498.29931949108
343.429715583942 7497.75661165521
345.520619819574 7496.20811652207
345.870669196224 7496.25766248324
346.870452788788 7496.60094426486
350.076224353825 7498.61569074892
351.057244632453 7499.00045252053
351.29342932483 7499.05798899711
351.573576664037 7499.12622097555
352.482699187265 7499.23158252021
353.308213517851 7499.03558270302
353.918149989641 7498.80721954296
355.567907042838 7498.18940675969
359.247681005357 7496.90430197041
363.715819131603 7496.46441068084
365.926336234093 7496.13488169627
367.410728168681 7497.13921971083
368.593420455848 7497.93945430156
371.494897275211 7498.51288733413
372.555658299721 7498.0282436844
373.56377092447 7496.02806960761
373.817645554858 7493.01013529762
374.08576801627 7492.34021031237
374.314795888207 7492.01706953184
374.764610142172 7492.13560667911
377.00487646044 7493.74156255222
378.605154632425 7494.36097328403
381.154494273223 7495.34772385017
380.588369430456 7499.64232755218
380.626734760931 7500.53857562913
381.511088536667 7503.62123956323
381.526689544122 7503.71669920258
381.88663603031 7505.92300278325
383.080586109344 7508.1345110298
383.26708302812 7508.33942834051
383.67760787024 7508.79065740056
384.235765642272 7509.2605151274
384.436554437166 7509.33540345919
385.621341814798 7509.54778408108
386.088507155786 7509.5597366962
387.944256267872 7509.06942823286
391.41044733804 7507.14863106225
393.92797096718 7507.10509845899
394.125208282069 7507.06678628062
394.260856742814 7507.04041094763
397.365430445596 7506.43781046859
401.21736372908 7504.48706886902
403.31346269057 7504.07027330782
407.325459798673 7500.26076321316
407.787842638674 7499.82167245196
408.582663056197 7499.02742995119
410.241204230265 7497.37007154712
412.066407887499 7497.02307933575
412.257224752457 7496.98687212281
412.959006856624 7496.94493536518
420.518813598703 7498.94138121023
421.879386693711 7498.74665099566
422.591160818669 7498.59881442466
423.3221490397 7497.8662158441
423.398907975198 7497.867461024
424.450499953524 7497.76231936251
424.653126670466 7497.25841550549
425.431746985332 7493.77760404038
426.223199740513 7492.94215363634
426.22739494381 7492.94214313947
428.179362600667 7492.91195782651
430.028639228596 7493.87169336446
431.957894535473 7494.27179735808
435.232434805506 7494.21572241007
435.492212328693 7494.12675225271
436.737238413497 7493.70003311368
439.397764339847 7491.15407116831
441.167916772639 7490.50890181615
442.53304858044 7489.89436017455
443.688525149712 7490.42043706619
446.008119847252 7491.05550391746
446.878395738587 7490.70342365262
448.761200982696 7490.65250923747
451.526796780588 7492.14509541698
451.664987970502 7492.28236976771
453.980696648962 7494.75419580986
454.074325191474 7494.79623513572
454.152841796206 7494.7955174034
456.369169445958 7494.77426267857
458.713686863535 7493.18794759749
460.295752522206 7493.46387043787
461.611787763562 7494.27246409231
464.600868727719 7493.5731778009
465.767385594483 7493.24866135282
468.463962256825 7492.49876787121
468.54174194953 7492.48884237067
469.535089222883 7492.83321496046
471.094677629094 7493.37376722261
471.760116599567 7493.32104551748
472.907250899894 7493.09188729819
474.475003003053 7491.4758309845
474.625367502833 7491.30797614258
475.835970218965 7488.71019429652
477.838032238772 7487.24954210548
478.114790515742 7487.04758134121
478.230420601719 7486.99498118135
478.341711231191 7486.94440343407
480.802588639041 7486.36930622069
481.931718067225 7485.46337045776
483.803386620727 7483.9618393168
484.103517966919 7483.82938022881
488.345035792879 7482.95021793294
494.091644257 7482.37694426795
499.374221618286 7479.41953524774
499.583431637892 7479.43196450547
500.561973418208 7479.48985774536
502.203587837098 7480.44302040251
502.327799382527 7480.51513905605
503.946105731301 7480.14470307367
505.637604932661 7478.16858834935
505.877358930762 7478.09555943092
506.201575221675 7478.08106952521
507.522007285823 7478.70277203922
508.313856665068 7479.07562173413
510.949956615424 7479.17396861436
511.204710834572 7479.08036568926
512.094634465568 7478.45574627073
516.178933027559 7475.13517513673
517.11574696649 7472.15878769457
518.086386423341 7471.32827727351
518.775590365799 7469.80418930209
520.796092554793 7468.71210595259
520.876298648647 7468.61288860261
521.241421840853 7468.16100249918
521.220541900813 7466.96941510834
519.881367653853 7463.07689284306
520.832643676315 7461.97939904315
520.89186724451 7461.99238560382
522.7711537775 7462.40582756006
524.74827162894 7462.25553417884
525.601842534731 7461.82840101926
526.495903493169 7460.73137833851
527.254325795028 7460.60659108481
527.699625276776 7460.60688408227
529.753004395052 7461.60624800073
532.404926024345 7466.28608528671
533.231502122953 7467.45694178248
534.072381480519 7467.80229587537
534.641908899577 7467.98799019796
536.023688668118 7467.83490815858
537.207643386779 7466.75829742601
538.922324783977 7466.16113320161
540.111907039396 7464.8636689074
540.223687644841 7464.87800810908
541.859898303513 7466.0496029584
543.385932271562 7467.04892294808
545.701832140345 7466.18700214385
547.037220166279 7466.1383991901
548.199233389289 7465.35925786999
548.504593572832 7463.61590882166
548.514474661308 7463.60640574968
549.16476909441 7462.98574386005
550.625681632516 7462.44961920649
552.468820753037 7463.31878946174
552.528707494174 7463.32411588627
552.715432855095 7463.34049952463
555.227425731938 7462.47009690119
556.750198653856 7462.84762510997
558.251117888522 7462.41442008559
558.417255927035 7462.3665116093
558.653191725056 7462.45606472975
559.42669148019 7463.41001376864
559.563500018797 7463.62842294476
559.561769661184 7463.65902736543
559.591103444899 7465.71857196478
559.804246946666 7465.96478379727
560.7266004562 7466.28398645781
561.839141952293 7466.62123653051
561.964252307888 7466.6395737058
563.550178174156 7466.87126874255
565.780485451042 7465.51823341798
565.729828104404 7464.91519969519
567.123586290504 7463.56576018908
567.651552268805 7462.07753191742
569.874262277005 7461.77846525549
571.138107733815 7462.26734673074
571.734941973416 7463.18086571199
572.878457297082 7463.22251970835
572.938395418586 7463.22475128566
574.509592170394 7463.93512638978
577.251544361069 7463.09340239408
577.74366634299 7461.69187805846
578.059181916074 7461.46934983316
578.512795511636 7461.45103013372
580.293638755969 7462.03464060588
581.623826002579 7461.48577797003
583.729519394168 7461.36719285412
585.530160799792 7462.12872587971
587.008872957654 7463.40241517758
588.846328000373 7462.88653845424
590.298535411251 7462.87541218836
590.904581822859 7463.03712846408
592.837950000519 7464.6152066214
594.258849764007 7464.84380785821
595.208201240509 7464.13721041052
595.627158785943 7464.20203203646
597.220976970488 7466.41288385962
597.524932583351 7466.83446482765
597.781388557466 7466.95834271173
599.295173351457 7466.23401121369
600.761406123237 7466.01193204952
601.959783526837 7464.17827141669
602.691364776117 7463.9666351929
602.928891762456 7463.93007787875
603.503725123906 7464.49506905039
602.952503554253 7466.30806469833
602.793312222123 7467.03815156712
602.892672152568 7467.20640818776
603.987942013408 7467.46874153107
605.627499768907 7466.00700063318
606.130668730598 7465.35045439006
606.503708569539 7463.75743314532
605.976025616376 7462.05666073288
605.186649489707 7461.12386701454
605.377032587116 7460.62544550075
605.383493666372 7460.60860812894
607.166747924334 7458.49071113998
609.601596749389 7457.96031551104
610.804490456136 7457.22080935851
612.584126116586 7456.15294013763
612.69388033671 7455.83308827884
612.723077237225 7455.55031645508
612.391396138756 7455.16020607247
611.758839756748 7454.49574635445
611.333290197872 7453.08534875816
611.030060205457 7452.03535298635
611.509365280663 7450.40755421453
613.032503574179 7449.87264450832
614.186012263148 7448.85943326212
614.213974482812 7448.86518668545
614.744719452104 7449.34950588055
615.59711269813 7448.31169393084
616.018951252458 7448.09541235302
617.742544401349 7447.90879485169
619.482172603538 7448.70474009948
620.157590037724 7447.71084379382
620.918353869194 7447.47926894712
621.615273422835 7447.13286538662
621.977330826151 7446.1910298619
622.228066673257 7445.5389631408
623.357824254409 7445.50132719601
623.880111520121 7444.6417416395
625.084496424154 7444.73044238417
625.115118261353 7444.73467668375
626.689049053881 7444.25707185289
627.880959665041 7445.11256591011
628.233279731793 7445.01401444427
629.020886701219 7444.9466448012
630.360767330563 7443.91354633013
630.422728638155 7443.55756541293
629.535024567516 7441.20833265987
629.724291421134 7440.74848557311
629.979033846305 7440.2569683944
631.405187611832 7439.4752399218
632.079833607416 7438.53443923557
632.946610447765 7438.94809579471
632.721110904973 7438.3657235745
633.256539020461 7437.7158772074
635.297021391557 7437.59463390534
634.782265703416 7436.65269580361
635.43465595995 7436.3822516062
635.630593464302 7436.11065099847
637.646815913577 7432.59137695332
637.749987563459 7432.38531814667
637.664077086725 7430.63042988317
637.661486888944 7430.57791680522
637.782680157407 7430.18654834507
638.150383354715 7429.5395827501
638.620578693121 7429.25187452484
638.403920452465 7427.9739896167
639.11695541707 7427.45326618915
640.298584280624 7424.66719567592
640.545482132865 7424.08499926582
639.956177887872 7422.11824867959
640.771306281989 7420.55448661106
640.914470683809 7419.06854323965
640.114403025296 7417.76222773391
639.425857281642 7418.21017974672
639.274208287739 7417.11027567065
639.692149539294 7416.36405503868
641.868519758447 7416.53574178361
643.582019296035 7415.16251007163
643.547832730083 7414.85357428698
643.505739802914 7414.24845857374
644.063215065543 7413.40177761758
643.939743831068 7412.76088136059
642.741415180693 7413.29152704825
640.934299202859 7412.59588169692
640.914903235759 7412.49452677156
641.020490788852 7411.94794868201
641.156099573243 7411.77110003388
641.503169900125 7411.86408276624
642.514666900269 7412.1266293347
642.643694359473 7412.0399278526
643.190983829148 7411.60464620407
642.576075894111 7411.19607716495
642.679782234779 7410.64457850521
643.704449083919 7410.74950892107
644.111369253003 7409.75816759042
645.058784270596 7409.81783036533
644.992623287085 7407.98930165471
646.343730381089 7408.50772624457
646.396084612586 7408.45743365598
645.922385327848 7407.60199136705
646.185632156691 7407.01211258686
645.773773265351 7406.62051803832
645.107915173259 7407.43037217378
644.036306867757 7407.52743587381
643.46585532969 7407.03019146686
642.850603735348 7406.08646719793
642.694210353697 7405.81298325112
643.049402894056 7405.28376348966
643.108529981035 7405.21517515901
643.08201707529 7405.10955387876
642.725034271062 7403.68669909847
643.12603704557 7402.96098693283
642.645764810774 7402.82942078566
641.46611691406 7403.52606617361
641.537685794638 7401.88760350748
641.53921789543 7401.85230591643
640.779863216219 7401.19326915206
641.457465596485 7399.54217526301
640.732373928512 7399.79244276842
639.962468542111 7399.10714076127
640.459266443014 7397.87705664393
642.896516685631 7396.48869662642
642.385500385129 7395.72039888768
643.024816988477 7394.56673411278
642.968072099516 7394.31147696649
642.070042418087 7393.21804966818
642.75458566883 7392.10384587344
642.660521990835 7391.27777315245
641.181792489691 7390.31266973812
641.006856660614 7389.90886455945
640.684547940906 7388.59957380782
640.993379683458 7387.9802267203
641.388653971248 7387.76931439985
641.415773973497 7387.21623713731
641.430931803709 7386.79484231664
642.178094571245 7386.59488407308
641.97018971129 7385.59595900019
641.056843021125 7384.99255244359
642.456235527042 7384.5407957677
642.599044864274 7383.60993210751
642.604029169492 7383.577798767
644.265913101411 7382.83328896717
644.23342512946 7382.27715691071
644.700949377115 7382.20296193525
644.493307623089 7381.55776070128
644.829885658157 7380.67338558205
645.113700025003 7380.8111083731
645.350440111897 7380.93834517639
645.347844734588 7380.92812729816
645.223188544509 7380.43231687054
646.003250529815 7379.57887834697
646.657085096798 7379.8549406398
646.692026459993 7379.12336461863
647.106696893784 7379.22025819356
647.090295777006 7378.96014255388
647.234222029801 7378.88343966688
647.301110885608 7378.10166933659
647.849328664783 7377.82357287127
647.279940471849 7375.89214344685
647.38597141897 7375.45063754361
647.888729192588 7374.19092285252
647.835623496329 7374.13473777075
647.554168296458 7374.00790878712
646.369599034573 7374.68321846646
646.015986380251 7373.76870511296
646.208956451213 7373.19389898968
646.359481545101 7372.72460296044
645.534201437613 7372.1583008046
646.680835387206 7371.45106862412
646.356482818586 7371.14140081882
646.390685988958 7370.79137518681
646.070445294628 7370.26709058459
646.068471658389 7369.6366900319
645.704447865608 7369.55151692366
646.134144744119 7369.3079730875
646.618002048212 7368.17805069361
646.552259929619 7367.83051219275
646.387946195394 7366.96186439363
646.685491222043 7365.85193622392
646.444107894887 7365.11902745999
645.071999927292 7364.19310100472
643.908643503604 7364.19142278004
643.315256024165 7363.85459896347
643.346106151484 7363.11134495336
643.901866900227 7362.54107235719
642.735575944361 7363.12970124483
641.768597006276 7362.86110951753
643.039393152301 7362.02686869922
642.721672733858 7361.75290634829
641.752575651873 7361.83533942361
641.480461066335 7361.50017805637
642.596752308214 7360.89165116933
642.304698047681 7359.65495802987
643.218717717399 7359.02141931617
643.952159425386 7357.34728409351
645.233196950959 7358.55457309287
644.853180902741 7356.54000690782
645.657415277351 7356.09443733836
646.255557220326 7354.73632339451
647.139609944086 7354.39967450984
646.874041462163 7353.57912965343
647.9482742352 7353.52605885006
649.016050486387 7352.94051546147
649.409395306045 7352.85029241522
649.483437565187 7353.24819057444
649.551662143181 7353.58129886026
650.339815010314 7354.17364973184
650.893850159735 7353.75733131897
651.487909418991 7353.18385530813
651.202257950588 7352.6162826308
651.843536611231 7352.3105537399
651.414876116538 7351.87552046772
650.170367227454 7352.16930668827
650.500310679071 7350.95329049121
651.23760721374 7351.13138922075
652.299853186694 7350.65522115973
652.080952558889 7349.96919122726
652.589402135548 7349.5429379627
652.640577508057 7349.46880529016
651.228763473386 7348.91298631177
650.97185491937 7348.30733065827
651.521796467221 7348.07885922357
652.110761169501 7348.50074075981
652.260309823501 7348.44756214583
653.252709047735 7347.43573052713
653.097214954891 7346.84360568605
652.849691184835 7345.90097672142
652.801113556954 7345.64218058676
653.387804670375 7345.67448961804
653.968200202197 7344.89985313436
653.968449897268 7344.21865741251
654.553578312019 7344.25760796823
654.24849554959 7343.62326658556
653.443003917853 7343.34295128331
653.973032326876 7343.10510761636
653.563790288877 7342.88504541495
653.861849059702 7342.22384583236
654.433154883273 7342.28303421298
654.644731205807 7342.78578548906
655.166560176489 7342.71257617779
655.221163318232 7341.90846343853
656.270317392806 7341.88365645842
656.310517842618 7340.71952348915
656.622980104686 7339.98352080465
657.256041881558 7339.02142630523
657.516888557697 7338.75972272479
658.835926173951 7338.38358906669
658.707278873492 7337.28120835927
659.642558767607 7337.27517923257
659.082915894708 7336.56763030037
659.709689601463 7336.24121847462
659.64862439451 7336.16083375044
659.509412043878 7335.51547682182
659.571148442243 7335.20168185886
660.072298125788 7334.92249520864
662.140800177861 7334.24097510981
661.839636962044 7334.01411136547
662.119077057001 7333.38388775485
661.700385082654 7332.86774023075
663.229187081052 7332.20676541311
663.692408686439 7331.61786858074
663.940086818664 7332.00298733267
664.84663921833 7331.74580554859
665.577230265692 7332.14868429845
666.385273952875 7331.55564909194
666.390759813197 7331.41611795899
666.365910403875 7330.82161946968
666.449380932426 7330.70822089687
668.527694573974 7329.461225926
668.958640161102 7329.52749591683
668.998235559234 7328.72731586121
669.431827116322 7328.1450801756
668.621376452617 7327.37266375344
668.647795779317 7325.41230114136
667.983806750637 7323.57442308763
668.439219792775 7322.28619788052
666.977789662428 7321.43496994126
666.968013619839 7321.21583566394
667.488274010597 7320.33925298668
670.357691325901 7318.49167581078
670.368703774996 7318.45960600214
670.611665153569 7317.75375085696
671.314987107538 7317.79073420514
672.048525299579 7316.89173920685
671.703737629366 7316.09431586672
672.31703636885 7316.03483046231
672.70263694968 7315.04242512625
672.43521989261 7314.13213670416
673.03512543475 7313.11469936124
672.680779553067 7312.85374573271
673.682126717257 7312.39818542371
673.549357314482 7312.00145216406
673.83791287789 7311.28914077404
674.197187141251 7310.5951789282
675.212536932419 7310.65276708615
675.604252351495 7310.65568457949
677.124288043197 7309.42495928343
677.22527639668 7309.34322872161
677.53240058889 7309.29915176666
677.675285210481 7308.0624115648
679.467797099717 7308.05294431427
680.15681432878 7306.95471109959
682.028919831405 7307.15546828162
682.537314107584 7306.45391040794
680.299473544415 7304.45963635903
680.05755521868 7304.18503043847
678.357254209399 7302.00246240568
677.225960480676 7299.95299237192
677.218495617444 7299.93305526228
677.061256235771 7299.51416591579
677.421093444162 7298.83305588732
678.161091363705 7300.09071175091
678.61261814862 7299.89128265889
678.698524942229 7299.83089641876
678.923176036068 7299.12650709475
678.378282736098 7297.91785919214
677.148449917755 7296.59406920083
677.348083551731 7295.3383112559
677.027947585236 7294.20456825671
677.855275855941 7293.8897179236
677.847224544572 7293.15087115648
677.528767517768 7293.19706416527
677.65296787131 7292.70584257038
676.984090920696 7292.56953346383
676.943047081505 7292.42373956897
675.955946545957 7292.14268695617
675.200305572259 7291.15382700205
675.351854859273 7290.17319735992
673.130029660988 7289.45592193292
672.710739714628 7289.19411537687
672.744619389347 7288.93261653079
673.547651888563 7287.78244029931
673.44342506744 7286.36847434336
674.133035813717 7285.31137947158
674.05577763052 7285.11092184259
672.980486548575 7284.43952797979
672.938280565494 7283.47723016833
671.62891201137 7284.22475691071
671.192676706571 7283.45237973091
670.561524214448 7283.22825835583
670.693829373099 7282.4603243924
670.375157105677 7281.99719936089
671.021686085812 7280.5221577535
671.027599645695 7280.40328329921
670.888404165903 7279.83870458019
670.461940773842 7279.63127825117
671.743129809262 7278.63623385567
670.873472756379 7277.85313026829
670.784557759723 7277.77600427327
670.614909916542 7276.71914188584
670.731448607881 7276.56755607061
671.374199775684 7275.88164056079
670.403654773117 7273.98220014361
671.416274424764 7273.54238625613
671.068411953814 7273.21764814976
671.884397444787 7272.76073624398
672.082968186115 7272.19321458062
670.828888639228 7271.24851350195
671.501752090853 7270.655032793
671.482896434583 7270.24168366279
672.003803722983 7270.15886681941
672.580951518816 7270.00237428253
674.426460841302 7267.88135712863
675.755903038498 7268.05612073728
676.36344942462 7267.61782848365
677.98346880328 7267.29655418097
678.642630292327 7267.19979317861
681.198961437635 7266.99407970044
681.439776202459 7267.20516408862
681.614927537614 7267.47855661848
681.614918223101 7268.63718100584
682.663936427543 7268.92140428459
682.925273884045 7269.32006003114
683.374083848081 7269.82698498397
683.593374849645 7270.07980271866
684.688204370779 7270.12833124211
685.189424680863 7269.73632082159
686.459667061256 7270.11492672562
688.707566998913 7269.6995784115
689.288790959757 7269.06727575583
689.446911113672 7268.8953726795
691.064417990525 7268.24575070536
691.3509251255 7269.54863077363
691.867702926847 7269.68942456195
692.048065737781 7269.6288293377
692.538537951149 7268.94898105824
692.568387892298 7268.9461356716
693.500179716633 7269.10042817989
693.965427979967 7269.98964000796
694.708399698941 7269.86946681727
695.265893023964 7268.6730420547
695.604985874798 7268.61050178514
696.719408135506 7268.79840962797
696.987328665105 7268.93755602294
697.178439389997 7269.14044642245
697.787982943756 7270.61664883475
698.617708968481 7271.23411775508
698.415455404984 7272.01862473367
698.920734791939 7272.37860377295
699.105079061559 7273.27421785235
698.396521738787 7273.06628013126
698.157888771022 7273.4431341372
698.934619430501 7274.08775699719
699.061928393047 7274.10307652462
700.572574199256 7273.17824413065
701.965915760662 7274.06569265344
702.408163308735 7273.80955080775
702.456900843432 7273.74889077825
701.890672379246 7273.5449293122
701.413968540377 7271.4743628879
701.459977069445 7271.32868255865
702.796941302871 7271.69865878798
703.030109789157 7271.71648792835
703.360080980457 7271.6185650144
703.606146568386 7270.62453739825
704.736997863199 7270.55389705915
704.80963678856 7270.51737189349
704.923169347391 7269.89611496031
706.098528787371 7269.70735144991
706.56829847194 7268.36344452468
707.894080520286 7269.6036937301
709.713578378413 7269.42486765458
710.231234375754 7269.42716146609
710.943617570825 7268.56028521876
711.357060118668 7268.98915232709
711.422806375835 7269.18832598147
711.348226177173 7269.44685198856
711.262794494408 7269.74281361888
712.297441489463 7269.94231530408
716.017466573556 7270.20920279389
717.334447155579 7269.36006384222
717.415802849602 7269.37759520801
717.686362999656 7269.61659634518
716.731531990619 7271.26466267381
717.260194969195 7271.4267920658
718.551590282287 7270.42974417005
719.746961752615 7271.45009330757
720.550484906977 7271.24988387351
721.471704352952 7269.42036088358
721.503079729625 7269.357932353
722.650436451565 7269.21085350238
723.806137112773 7268.54970630084
724.745605482295 7266.81225724275
725.718970161534 7266.95764043638
726.9383694327 7268.64666470587
727.358882077233 7268.35970886476
727.261940098329 7267.05540397091
728.123761947134 7267.13645662523
728.199156040341 7267.15694725542
729.232551861068 7268.09623443284
729.675978353977 7267.80894668631
732.355640182547 7268.47752444993
732.994765099155 7267.79274885171
733.687086239976 7267.03424165529
733.743160647169 7267.06746441846
733.92756015319 7268.79509766249
733.352552545367 7269.55665356932
733.944674547849 7269.70699835259
735.082248431054 7269.42502449847
735.625534098073 7268.56320649767
735.264849788123 7268.04282870531
735.545937867016 7267.67707530676
735.035251251928 7267.10771126963
735.58559904849 7266.41771392889
735.010650170072 7266.45606941031
735.230313825496 7266.07510743999
736.60085113729 7265.5373422005
736.947434999075 7267.12660624592
738.625356410365 7267.36315180832
738.269523198347 7268.27179195884
739.467581200978 7268.70426047459
739.641705296535 7268.71162834522
740.00635819091 7268.35427447987
741.19868306453 7269.64524893455
741.528928206676 7269.48361931523
742.656601689783 7269.56304455332
742.886937845293 7269.43486514855
743.946122033825 7268.28322208916
744.621714494539 7269.25288124752
744.712988944094 7269.25727520357
744.971280316833 7267.71042546696
746.036803597844 7266.57482443398
745.93636097312 7266.00044183389
746.836352651331 7264.88764159218
747.649265984001 7264.95376085284
747.70014102384 7264.21000752881
748.39252438131 7264.05639611468
748.483280823152 7263.25161066021
748.978198850975 7262.99991486779
749.92435564026 7262.5187725045
749.651604915277 7261.94923508662
749.94428526342 7261.69492620652
750.593462164748 7262.00899088409
751.695923441339 7261.49129477414
752.361784998246 7262.102864255
752.932683213743 7261.64619317419
752.458560443502 7261.52471839845
752.614521367575 7261.01355845945
752.056978158426 7260.17627621128
752.132568371804 7258.90736459111
751.589786011879 7258.90001563304
751.113628676955 7258.39919612171
751.087863454415 7257.11163412433
749.709922365328 7256.58878344829
748.863062941056 7256.01874498058
747.088493646147 7254.2998618818
746.71051263537 7252.656750349
747.053349941233 7252.35109880529
746.384046342972 7251.85302876231
745.787305835065 7249.74634028554
746.107863625476 7248.77940319033
745.869584664584 7247.92096486108
747.578931116079 7247.4976689793
747.855543513334 7246.79883657293
747.586522131913 7246.20489905176
747.935501215807 7246.21474176311
747.922073656585 7246.16160118767
746.671008752959 7245.62045144773
746.550679506853 7245.10722859838
746.882241714228 7244.70586432974
746.540567937688 7243.78335039658
746.106678980036 7244.48442281015
745.264074274229 7244.49000939385
745.170281186367 7243.6196885835
745.743369235597 7243.49972624324
745.786052565199 7242.06506435963
745.446313637008 7241.59704763387
745.37161824083 7240.48788838041
745.379927624884 7240.44710280896
746.053978176856 7239.65987351129
746.098288414482 7239.56065625222
745.437223325941 7239.08132191279
746.047964606229 7238.33348487522
745.086058582563 7237.85264237408
745.550824865128 7237.2805419994
745.569913570936 7235.93338506141
744.538348706361 7234.57040954965
743.437382466666 7234.39181553462
743.329426818699 7233.46361825522
742.73436751472 7233.32900970158
742.436623642249 7232.53572356529
742.313070539816 7232.20651157083
742.275825232588 7231.50446882313
742.303338696088 7231.46457590469
742.346706302652 7230.96788738094
742.350462413846 7230.79379169779
743.319793882681 7230.70526175981
743.227910056628 7229.60025233255
744.029500280833 7229.01376682374
743.883551283135 7227.16430643032
745.257339564106 7227.17452487724
745.305498148124 7227.08755026258
745.537293700026 7226.57248370972
746.13997961362 7226.05401475729
