"UTM_X","UTM_Y"
416.614375,5054.3935
416.67865625,5054.403
416.70584375,5054.4095
416.73096875,5054.413
416.7414375,5054.4165
416.75309375,5054.42
416.75846875,5054.421
416.76475,5054.4185
416.7796875,5054.4055
416.8200625,5054.373
416.87328125,5054.348
416.9336875,5054.3225
416.95790625,5054.3135
416.99046875,5054.299
417.0329375,5054.298
417.09275,5054.3045
417.14296875,5054.3105
417.1646875,5054.313
417.1651875,5054.3145
417.17515625,5054.3295
417.24796875,5054.451
417.27890625,5054.5115
417.3158125,5054.5705
417.33175,5054.6145
417.33375,5054.6385
417.35071875,5054.7335
417.3576875,5054.7915
417.37065625,5054.8465
417.387625,5054.8965
417.4105625,5054.9425
417.4355,5054.9885
417.4584375,5055.037
417.46240625,5055.0575
417.4614375,5055.142
417.45459375,5055.1615
417.44246875,5055.196
417.41553125,5055.242
417.36565625,5055.338
417.34171875,5055.3805
417.33075,5055.401
417.3058125,5055.415
417.2579375,5055.4415
417.2130625,5055.4675
417.17415625,5055.5
417.0525,5055.5935
417.0265625,5055.635
417.002625,5055.6815
416.9806875,5055.7095
416.96271875,5055.7255
416.94078125,5055.7385
416.896875,5055.7545
416.8739375,5055.763
416.82409375,5055.773
416.77021875,5055.777
416.711375,5055.783
416.69440625,5055.793
416.6715,5055.813
416.5484375,5055.891
416.53071875,5055.907
416.506,5055.9425
416.49271875,5055.966
416.490875,5055.98
416.49321875,5056.024
416.51225,5056.106
416.51509375,5056.133
416.51615625,5056.1745
416.515375,5056.1875
416.506,5056.2215
416.48125,5056.294
416.43675,5056.398
416.415125,5056.4435
416.39665625,5056.4675
416.33990625,5056.5425
416.32609375,5056.559
416.28809375,5056.598
416.2683125,5056.616
416.2086875,5056.66
416.188375,5056.6775
416.15375,5056.708
416.11859375,5056.753
416.10221875,5056.7735
416.08709375,5056.7935
416.07409375,5056.8185
416.05509375,5056.8525
416.03659375,5056.902
416.00690625,5056.9795
415.9788125,5057.0635
415.9663125,5057.139
415.965,5057.1735
415.96578125,5057.195
415.9821875,5057.2525
415.99546875,5057.29
416.0201875,5057.36
416.03946875,5057.4255
416.05559375,5057.499
416.05925,5057.527
416.06184375,5057.5555
416.05821875,5057.61
416.04778125,5057.6925
416.02696875,5057.7925
416.009,5057.8415
415.9975625,5057.8665
415.98271875,5057.888
415.9660625,5057.9105
415.94496875,5057.931
415.90096875,5057.9645
415.86790625,5057.9915
415.82521875,5058.023
415.75465625,5058.0635
415.672125,5058.108
415.64165625,5058.1255
415.61515625,5058.1345
415.4851875,5058.1545
415.38725,5058.175
415.28040625,5058.204
415.26728125,5058.219
415.26728125,5058.254
415.28275,5058.3455
415.30946875,5058.53
415.324,5058.697
415.3286875,5058.7665
415.322125,5058.815
415.30665625,5058.9235
415.2855625,5059.015
415.2485625,5059.126
415.2279375,5059.203
415.22465625,5059.2465
415.2354375,5059.3125
415.228875,5059.3335
415.19278125,5059.351
415.09296875,5059.3835
414.9294375,5059.445
414.8699375,5059.4685
414.8249375,5059.502
414.79353125,5059.526
414.7823125,5059.561
414.76825,5059.6555
414.751375,5059.767
414.743875,5059.872
414.755125,5059.9775
414.76871875,5060.0545
414.79728125,5060.165
414.8324375,5060.227
414.8806875,5060.326
414.9256875,5060.4165
414.98284375,5060.5125
415.0095625,5060.5855
415.02503125,5060.732
415.03909375,5060.8065
415.0583125,5060.9075
415.07046875,5060.9565
415.1065625,5061.061
415.13984375,5061.143
415.17028125,5061.208
415.20825,5061.2625
415.27384375,5061.3575
415.29678125,5061.385
415.3085625,5061.4385
415.32965625,5061.501
415.34196875,5061.536
415.3611875,5061.589
415.37540625,5061.6195
415.384625,5061.628
415.40690625,5061.6305
415.4431875,5061.628
415.524,5061.617
415.59653125,5061.601
415.647,5061.59
415.66178125,5061.5885
415.73396875,5061.5565
415.82078125,5061.543
415.8815625,5061.551
415.93378125,5061.5915
415.95834375,5061.6265
416.009125,5061.659
416.02796875,5061.679
416.03296875,5061.7195
416.04321875,5061.7505
416.05440625,5061.79
416.06325,5061.8035
416.1071875,5061.824
416.1139375,5061.8735
416.12596875,5061.916
416.143875,5061.9455
416.17021875,5061.9675
416.18196875,5061.9935
416.2031875,5062.034
416.22646875,5062.0595
416.2584375,5062.0825
416.2916875,5062.099
416.277875,5062.183
416.27915625,5062.1875
416.2850625,5062.197
416.2945,5062.212
416.3149375,5062.2385
416.3261875,5062.259
416.32875,5062.2685
416.33465625,5062.277
416.35178125,5062.291
416.3755625,5062.3125
416.3845,5062.3355
416.40728125,5062.4065
416.41928125,5062.454
416.42771875,5062.484
416.43640625,5062.5115
416.45021875,5062.5335
416.474,5062.556
416.51415625,5062.589
416.557375,5062.624
416.579625,5062.647
416.58959375,5062.6595
416.59575,5062.6815
416.6046875,5062.709
416.6103125,5062.727
416.6295,5062.772
416.6443125,5062.7935
416.65378125,5062.8055
416.66375,5062.8345
416.679375,5062.857
416.691375,5062.88
416.69521875,5062.8845
416.719,5062.8975
416.72846875,5062.9115
416.7333125,5062.929
416.7389375,5062.935
416.75659375,5062.955
416.77859375,5062.99
416.7829375,5063.007
416.78703125,5063.047
416.78778125,5063.104
416.78446875,5063.132
416.7778125,5063.173
416.77525,5063.2065
416.74865625,5063.2985
416.72053125,5063.3695
416.71209375,5063.4055
416.71978125,5063.421
416.73,5063.4295
416.757875,5063.444
416.8056875,5063.463
416.87090625,5063.5085
416.89134375,5063.52
416.91259375,5063.538
416.93509375,5063.5495
416.94303125,5063.5525
416.9455625,5063.557
416.94096875,5063.5715
416.936375,5063.5875
416.9425,5063.615
416.94659375,5063.6315
416.9611875,5063.6475
416.99109375,5063.677
417.01284375,5063.7015
417.02740625,5063.7225
417.054,5063.751
417.0616875,5063.7675
417.0841875,5063.805
417.10259375,5063.847
417.11640625,5063.8765
417.12815625,5063.9145
417.1348125,5063.938
417.1463125,5063.964
417.16140625,5064.0055
417.171375,5064.0205
417.19721875,5064.0475
417.22534375,5064.073
417.25321875,5064.094
417.2803125,5064.1105
417.304625,5064.1335
417.3240625,5064.147
417.355,5064.1525
417.382875,5064.167
417.3976875,5064.1875
417.38925,5064.238
417.3808125,5064.2595
417.36546875,5064.2955
417.3531875,5064.306
417.3296875,5064.3255
417.29565625,5064.3705
417.2685625,5064.3965
417.2580625,5064.4195
417.24528125,5064.447
417.2069375,5064.457
417.1844375,5064.46
417.16678125,5064.477
417.16421875,5064.504
417.1624375,5064.534
417.14684375,5064.5915
417.1406875,5064.616
417.12509375,5064.6405
417.1013125,5064.66
417.0790625,5064.6805
417.06575,5064.696
417.05221875,5064.7315
417.05221875,5064.757
417.0568125,5064.7845
417.06346875,5064.8455
417.06909375,5064.8665
417.0795625,5064.892
417.09465625,5064.9185
417.09771875,5064.937
417.08646875,5064.963
417.04684375,5065.011
417.0059375,5065.0495
416.9614375,5065.0955
416.9110625,5065.131
416.8563125,5065.1555
416.80465625,5065.1815
416.77959375,5065.194
416.7435625,5065.2245
416.68728125,5065.2545
416.63409375,5065.2825
416.61415625,5065.2955
416.59240625,5065.313
416.5658125,5065.334
416.54996875,5065.3515
416.5489375,5065.3815
416.55634375,5065.4035
416.56990625,5065.435
416.578875,5065.464
416.5816875,5065.4795
416.58115625,5065.517
416.57809375,5065.5585
416.57375,5065.616
416.5706875,5065.638
416.57425,5065.6725
416.58065625,5065.688
416.62003125,5065.741
416.64509375,5065.7705
416.6716875,5065.7955
416.69828125,5065.8155
416.71721875,5065.8275
416.74328125,5065.841
416.79034375,5065.8635
416.82434375,5065.878
416.84890625,5065.9025
416.86271875,5065.9095
416.87475,5065.9135
416.89775,5065.9345
416.903375,5065.956
416.90825,5065.978
416.92078125,5065.996
416.9501875,5066.023
416.95375,5066.0415
416.958375,5066.059
416.94990625,5066.0795
416.909,5066.1255
416.87396875,5066.1645
416.86809375,5066.171
416.8384375,5066.186
416.80978125,5066.1935
416.7773125,5066.189
416.72384375,5066.186
416.6773125,5066.205
416.65965625,5066.2085
416.63715625,5066.1985
416.60878125,5066.1745
416.56734375,5066.1595
416.5093125,5066.158
416.467375,5066.148
416.40753125,5066.135
416.3868125,5066.137
416.3425625,5066.1445
416.323375,5066.15
416.26228125,5066.1785
416.19375,5066.215
416.15434375,5066.244
416.1275,5066.255
416.08709375,5066.269
416.05334375,5066.2725
415.9935,5066.281
415.9623125,5066.285
415.9485,5066.2875
415.91321875,5066.3005
415.89759375,5066.3075
415.85796875,5066.3335
415.8226875,5066.3555
415.80196875,5066.3705
415.7899375,5066.3825
415.72728125,5066.4405
415.6936875,5066.4665
415.653625,5066.505
415.60315625,5066.5505
415.517375,5066.6235
415.4566875,5066.6735
415.39246875,5066.721
415.32634375,5066.7535
415.23178125,5066.7785
415.17584375,5066.783
415.115875,5066.7765
415.03646875,5066.7695
414.97534375,5066.7695
414.9096875,5066.779
414.86015625,5066.794
414.8139375,5066.8095
414.75634375,5066.833
414.6895,5066.8575
414.63003125,5066.885
414.54565625,5066.9285
414.54015625,5066.954
414.52615625,5066.979
414.506,5067.0055
414.485875,5067.041
414.4524375,5067.0735
414.4159375,5067.127
414.3775625,5067.168
414.35621875,5067.196
414.32234375,5067.2175
414.28821875,5067.2415
414.2450625,5067.2795
414.19128125,5067.3265
414.171125,5067.3505
414.15478125,5067.371
414.1246875,5067.4075
414.073,5067.4695
414.0403125,5067.515
413.99978125,5067.5915
413.9604375,5067.667
413.90709375,5067.7625
413.86184375,5067.8345
413.820125,5067.8975
413.769875,5067.978
413.72746875,5068.041
413.69784375,5068.0725
413.63121875,5068.1015
413.54615625,5068.1245
413.50396875,5068.143
413.4631875,5068.1615
413.41934375,5068.2
413.39921875,5068.223
413.36934375,5068.27
413.359625,5068.3055
413.341375,5068.352
413.32975,5068.413
413.32478125,5068.494
413.32171875,5068.5665
413.31696875,5068.6335
413.3174375,5068.6555
413.309375,5068.683
413.295875,5068.7035
413.2615,5068.7455
413.232125,5068.7795
413.195625,5068.8115
413.14109375,5068.853
413.09490625,5068.9005
413.079,5068.917
413.05603125,5068.936
413.0441875,5068.958
413.0463125,5068.9725
413.0624375,5069.02
413.090375,5069.0655
413.12925,5069.132
413.14609375,5069.171
413.15534375,5069.2115
413.15721875,5069.24
413.16125,5069.2765
413.16078125,5069.3265
413.15865625,5069.381
413.15509375,5069.451
413.14821875,5069.4925
413.13471875,5069.551
413.109125,5069.621
413.08659375,5069.681
413.04321875,5069.7585
413.01003125,5069.8115
412.9754375,5069.851
412.94059375,5069.8805
412.88396875,5069.924
412.82425,5069.98
412.78346875,5070.0275
412.735125,5070.078
412.67778125,5070.135
412.63178125,5070.1975
412.58603125,5070.2395
412.53153125,5070.3035
412.4900625,5070.357
412.44265625,5070.4175
412.397875,5070.487
412.34953125,5070.5445
412.2800625,5070.6095
412.2279375,5070.6575
412.2025625,5070.685
412.18834375,5070.711
412.179125,5070.7735
412.178875,5070.8305
412.17840625,5070.8945
412.172,5070.9365
412.15896875,5070.968
412.13740625,5071.012
412.106125,5071.069
412.05825,5071.156
412.02553125,5071.214
411.97171875,5071.2885
411.9293125,5071.3575
411.8880625,5071.429
411.850875,5071.4805
411.81459375,5071.548
411.7904375,5071.581
411.73853125,5071.6315
411.72096875,5071.6675
411.70509375,5071.7125
411.68803125,5071.7765
411.68115625,5071.82
411.6738125,5071.8695
411.67428125,5071.918
411.69371875,5071.9855
411.70059375,5072.0315
411.7195625,5072.104
411.74159375,5072.14
411.76315625,5072.172
411.8018125,5072.2345
411.83615625,5072.2845
411.86271875,5072.3215
411.89353125,5072.396
411.90940625,5072.4445
411.92125,5072.473
411.93121875,5072.515
411.9364375,5072.5475
411.96615625,5072.705
411.974375,5072.805
411.975875,5072.8495
411.93896875,5072.903
411.9114375,5072.9545
411.88825,5073.0195
411.87928125,5073.067
411.8660625,5073.172
411.85190625,5073.3015
411.84678125,5073.4035
411.83828125,5073.4965
411.8329375,5073.569
411.8329375,5073.623
411.815,5073.744
411.80525,5073.8135
411.7880625,5073.9365
411.786625,5074.04
411.78415625,5074.205
411.7828125,5074.346
411.775,5074.4135
411.7388125,5074.4865
411.6929375,5074.5645
411.65078125,5074.637
411.62009375,5074.712
411.59590625,5074.7785
411.61096875,5074.8075
411.66634375,5074.8795
411.7281875,5074.9575
411.7770625,5075.025
411.866125,5075.126
411.93546875,5075.2015
412.0033125,5075.27
412.0525625,5075.3275
412.06878125,5075.365
412.0615625,5075.4065
412.06378125,5075.456
412.09084375,5075.516
412.1143125,5075.543
412.185875,5075.5595
412.27965625,5075.5875
412.38690625,5075.628
412.459,5075.651
412.46934375,5075.658
412.47946875,5075.665
412.49790625,5075.693
412.512125,5075.735
412.50915625,5075.7985
412.510625,5075.865
412.511625,5075.9375
412.509625,5075.981
412.4904375,5076.0225
412.45328125,5076.0905
412.41834375,5076.168
412.39090625,5076.221
412.3761875,5076.284
412.36471875,5076.331
412.3485,5076.363
412.3233125,5076.3895
412.28565625,5076.4095
412.25321875,5076.4225
412.25025,5076.4425
412.25246875,5076.496
412.23778125,5076.512
412.2180625,5076.5385
412.17740625,5076.565
412.1355,5076.583
412.09259375,5076.595
412.0541875,5076.6175
412.029,5076.6435
411.99284375,5076.713
411.96065625,5076.772
411.9421875,5076.8
411.90903125,5076.835
411.89840625,5076.86
411.89540625,5076.9135
411.88915625,5076.949
411.87071875,5077.0025
411.86546875,5077.0405
411.86621875,5077.1125
411.87021875,5077.2275
411.8761875,5077.303
411.89046875,5077.3385
411.92134375,5077.413
411.94503125,5077.474
411.95078125,5077.511
411.94828125,5077.553
411.95053125,5077.632
411.958,5077.72
411.971375,5077.805
411.99515625,5077.8795
412.0373125,5077.94
412.113875,5078.028
412.1726875,5078.1
412.17825,5078.1
412.3304375,5078.2975
412.4378125,5078.4335
412.5025,5078.5085
412.5539375,5078.55
412.61675,5078.597
412.6406875,5078.623
412.64021875,5078.757
412.6361875,5078.8745
412.6305,5078.912
412.587125,5078.981
412.5769375,5079.015
412.56959375,5079.068
412.57171875,5079.12
412.586875,5079.1525
412.63475,5079.227
412.68665625,5079.3085
412.76534375,5079.4195
412.79946875,5079.4675
412.81534375,5079.4915
412.8300625,5079.512
412.82175,5079.5445
412.79971875,5079.5655
412.72790625,5079.6275
412.60159375,5079.747
412.50725,5079.8375
412.4435,5079.9065
412.4079375,5079.971
412.377375,5080.035
412.34346875,5080.1045
412.30178125,5080.2365
412.285875,5080.2845
412.22759375,5080.4045
412.2026875,5080.4745
412.19228125,5080.509
412.185875,5080.556
412.17828125,5080.614
412.185625,5080.71
412.1925,5080.7435
412.2235625,5080.856
412.2235625,5080.88
412.20128125,5080.9915
412.19228125,5081.048
412.16953125,5081.1505
412.158625,5081.21
412.135875,5081.323
412.12284375,5081.3675
412.0728125,5081.503
412.0595625,5081.543
412.04225,5081.626
412.0296875,5081.702
412.01925,5081.85
412.0135625,5082.013
412.0114375,5082.123
412.02259375,5082.2145
412.03609375,5082.2755
412.0616875,5082.33
412.06903125,5082.3965
412.06478125,5082.451
412.042,5082.572
412.02425,5082.619
412.01309375,5082.6595
411.9680625,5082.75
411.9363125,5082.8115
411.916875,5082.8755
411.91190625,5082.933
411.91878125,5083.043
411.9201875,5083.0965
411.91025,5083.1765
411.89578125,5083.2815
411.88890625,5083.337
411.9019375,5083.416
411.91025,5083.4845
411.92515625,5083.563
411.93296875,5083.66
411.93840625,5083.66
411.936625,5083.7455
411.9656875,5083.818
411.98528125,5083.8685
412.0996875,5083.992
412.1145,5084.108
412.1720625,5084.1765
412.174125,5084.2815
412.23809375,5084.386
412.198125,5084.433
412.138875,5084.4675
412.09875,5084.4905
412.01409375,5084.4985
411.947125,5084.4895
411.84184375,5084.5705
411.83578125,5084.633
411.827625,5084.81
411.75821875,5084.9025
411.800625,5084.9655
411.76721875,5085.0175
411.81128125,5085.109
411.791875,5085.1925
411.79478125,5085.2895
411.80384375,5085.359
411.8394375,5085.444
411.88978125,5085.544
411.9518125,5085.62
411.98234375,5085.645
412.00440625,5085.657
412.0826875,5085.7585
412.1315625,5085.855
412.16925,5085.9435
412.22225,5085.9395
412.32896875,5085.943
412.3850625,5085.931
412.41721875,5085.9185
412.46890625,5085.9075
412.511625,5085.8985
412.53253125,5085.919
412.55753125,5085.9405
412.615375,5085.9845
412.69975,5086.0295
412.74665625,5086.0515
412.75759375,5086.061
412.76384375,5086.0875
412.77790625,5086.1205
412.82634375,5086.175
412.8873125,5086.236
412.9258125,5086.273
412.907,5086.3365
412.89884375,5086.4105
412.886375,5086.4865
412.90853125,5086.549
412.9390625,5086.6285
412.98128125,5086.6915
412.99446875,5086.7515
412.964125,5086.7895
412.91421875,5086.8575
412.86275,5086.912
412.77278125,5087.017
412.71403125,5087.0895
412.67284375,5087.146
412.638875,5087.2065
412.6121875,5087.2665
412.58228125,5087.3415
412.54321875,5087.422
412.5175625,5087.4825
412.4806875,5087.543
412.45746875,5087.5945
412.41740625,5087.6645
412.38128125,5087.7205
412.3480625,5087.767
412.3161875,5087.82
412.315318541,5087.84493014
412.34434375,5087.917
412.36884375,5087.968
412.3868125,5088.026
412.39225,5088.092
412.4055,5088.1545
412.41403125,5088.241
412.43184375,5088.302
412.4385625,5088.355
412.46634375,5088.405
412.49921875,5088.441
412.5385625,5088.4835
412.5683125,5088.53
412.5835,5088.5875
412.59753125,5088.6215
412.58159375,5088.748
412.5675,5088.816
412.59803125,5088.8885
412.50753125,5089.002
412.556875,5089.049
412.61,5089.096
412.69125,5089.1045
412.74971875,5089.1045
412.8108125,5089.11
412.86446875,5089.1105
412.91621875,5089.12
412.96903125,5089.1325
413.0195,5089.1425
413.06765625,5089.201
413.06965625,5089.223
413.06653125,5089.3245
413.06425,5089.4045
413.067125,5089.4665
413.0670625,5089.5655
413.05971875,5089.6395
413.04109375,5089.7455
413.00459375,5089.88
412.97390625,5090.0225
413.00925,5090.0995
413.05175,5090.2375
413.07128125,5090.3295
413.07909375,5090.431
413.072375,5090.5495
413.135625,5090.6335
413.19703125,5090.655
413.26175,5090.6785
413.33440625,5090.7615
413.399,5090.825
413.40828125,5090.8595
413.3483125,5091.03
413.32896875,5091.1175
413.34659375,5091.1705
413.3609375,5091.21
413.365125,5091.255
413.32509375,5091.305
413.29140625,5091.3545
413.2795,5091.4185
413.268375,5091.482
413.256,5091.543
413.216375,5091.6155
413.18040625,5091.7445
413.1863125,5091.8085
413.21165625,5091.911
413.290125,5092.0015
413.387,5092.061
413.4608125,5092.1015
413.55096875,5092.112
413.61825,5092.1315
413.6856875,5092.185
413.793,5092.231
413.942125,5092.245
414.03446875,5092.2915
414.10046875,5092.309
414.1641875,5092.33
414.25125,5092.3625
414.2980625,5092.4275
414.3485625,5092.528
414.38515625,5092.6095
414.4165,5092.6695
414.43928125,5092.697
414.5010625,5092.771
414.5526875,5092.8375
414.58840625,5093.038
414.60259375,5093.0535
414.68628125,5093.1145
414.72103125,5093.1285
414.78875,5093.174
414.884125,5093.235
414.94409375,5093.314
414.9701875,5093.423
415.0518125,5093.4945
415.05153125,5093.59
415.1084375,5093.6715
415.1638125,5093.6845
415.22140625,5093.719
415.251,5093.766
415.2863125,5093.8565
415.3145625,5093.923
415.3304375,5093.958
415.36846875,5094.0775
415.38115625,5094.1655
415.40609375,5094.243
415.4981875,5094.3825
415.5718125,5094.486
415.60559375,5094.492
415.6716875,5094.493
415.76503125,5094.4765
415.8585625,5094.4785
415.93915625,5094.473
415.99003125,5094.459
416.04834375,5094.4425
416.10725,5094.436
416.28684375,5094.415
416.40646875,5094.427
416.53871875,5094.4685
416.66009375,5094.4995
416.743125,5094.5075
416.829,5094.502
416.9354375,5094.5045
417.0978125,5094.48
417.44046875,5094.358
417.5221875,5094.3895
417.5958125,5094.4095
417.7273125,5094.457
417.8378125,5094.4555
417.97396875,5094.4685
418.07365625,5094.491
418.1819375,5094.502
418.274125,5094.5145
418.35125,5094.5265
418.44,5094.532
418.531375,5094.5285
418.6079375,5094.521
418.711375,5094.4905
418.789875,5094.4775
418.867125,5094.4745
418.9735625,5094.4755
419.08259375,5094.453
419.1888125,5094.437
419.27246875,5094.395
419.3179375,5094.3875
419.37909375,5094.395
419.5041875,5094.429
419.63515625,5094.4105
419.767625,5094.409
419.8801875,5094.4185
419.94765625,5094.4215
420.06984375,5094.4295
420.16034375,5094.386
420.21925,5094.412
420.26059375,5094.443
420.33321875,5094.486
420.38746875,5094.516
420.5218125,5094.5485
420.5995,5094.5735
420.64471875,5094.6245
420.6896875,5094.6545
420.71471875,5094.667
420.76575,5094.677
420.8355625,5094.6885
420.8660625,5094.691
420.99390625,5094.6735
421.03378125,5094.6605
421.04728125,5094.654
421.05128125,5094.651
421.47809375,5094.424
421.6321875,5094.3445
421.76909375,5094.2855
421.787375,5094.2955
421.85759375,5094.334
421.90928125,5094.394
422.03440625,5094.472
422.11734375,5094.5365
422.16625,5094.635
422.176125,5094.676
422.206125,5094.757
422.218625,5094.8185
422.261125,5094.9245
422.288625,5095.0435
422.351125,5095.152
422.414875,5095.227
422.482375,5095.2895
422.551125,5095.372
422.57409375,5095.431
422.57965625,5095.454
422.57828125,5095.4905
422.591,5095.578
422.63703125,5095.656
422.67059375,5095.702
422.662,5095.81
422.67878125,5095.8795
422.69534375,5095.974
422.76653125,5096.113
422.79296875,5096.103
422.8735,5096.086
422.941625,5096.0735
423.0585,5096.062
423.13828125,5096.053
423.19190625,5096.056
423.2473125,5096.0525
423.3395625,5096.0415
423.39165625,5096.0355
423.46178125,5096.032
423.5515,5096.0335
423.60334375,5096.0375
423.63665625,5096.0755
423.63334375,5096.097
423.6295625,5096.1525
423.63590625,5096.201
423.646125,5096.299
423.646625,5096.3555
423.64284375,5096.4155
423.63778125,5096.461
423.62890625,5096.5515
423.62053125,5096.6245
423.61421875,5096.7615
423.61425,5096.796
423.61553125,5096.8545
423.61171875,5096.8865
423.59625,5096.9415
423.617125,5097.0435
423.68015625,5097.138
423.77778125,5097.229
423.80496875,5097.2545
423.92265625,5097.351
423.94384375,5097.3745
423.96178125,5097.3905
423.982125,5097.4
424.00653125,5097.423
424.026625,5097.4965
423.98571875,5097.551
423.96846875,5097.5805
423.95603125,5097.6215
423.930375,5097.65
423.8676875,5097.9175
423.7749375,5098.015
423.68196875,5098.112
423.60575,5098.176
423.63371875,5098.2235
423.6774375,5098.279
423.76184375,5098.3705
423.7989375,5098.4045
423.8744375,5098.491
423.9125625,5098.537
423.95603125,5098.57
423.98578125,5098.605
424.0175625,5098.6515
424.0793125,5098.711
424.11490625,5098.7435
424.15225,5098.7805
424.1941875,5098.828
424.234625,5098.866
424.265625,5098.898
424.32915625,5098.9505
424.3845625,5099.002
424.39603125,5099.0955
424.40265625,5099.1245
424.41890625,5099.1475
424.48575,5099.17
424.555375,5099.199
424.6745625,5099.239
424.7739375,5099.2655
424.93759375,5099.3135
425.11496875,5099.382
425.30096875,5099.4415
425.37746875,5099.4825
425.45803125,5099.555
425.4118125,5099.6625
425.3638125,5099.7605
425.2840625,5099.8595
425.24696875,5099.8905
425.210375,5099.934
425.13978125,5100.155
425.00590625,5100.6425
424.99328125,5100.7045
424.98215625,5100.752
424.90515625,5100.892
424.8815,5100.9385
424.860125,5101.004
424.835,5101.072
424.80034375,5101.13
424.779125,5101.1735
424.7780625,5101.2245
424.7519375,5101.2795
424.74575,5101.331
424.72784375,5101.434
424.68946875,5101.5075
424.5981875,5101.7065
424.595375,5101.8245
424.605125,5101.887
424.6236875,5101.933
424.6353125,5101.9845
424.62975,5102.025
424.595125,5102.143
424.511,5102.218
424.3850625,5102.3355
424.37515625,5102.389
424.371125,5102.449
424.38740625,5102.5095
424.4339375,5102.6085
424.47053125,5102.707
424.474375,5102.774
424.47603125,5102.8305
424.48946875,5102.8825
424.49928125,5102.9595
424.50115625,5103.0745
424.52196875,5103.133
424.5845,5103.238
424.6178125,5103.2975
424.96465625,5103.7805
424.98771875,5103.838
425.0055625,5103.9385
425.03228125,5104.045
425.04478125,5104.099
425.04740625,5104.147
425.0631875,5104.214
425.0775625,5104.2835
425.1103125,5104.3285
425.1021875,5104.382
425.0804375,5104.458
425.0366875,5104.524
424.98134375,5104.6855
425,5104.701
425.0793125,5104.826
425.1129375,5104.927
425.2006875,5105.126
425.22053125,5105.1785
425.2418125,5105.2565
425.251875,5105.346
425.2334375,5105.389
425.20753125,5105.436
425.1645625,5105.503
425.15984375,5105.5655
425.20871875,5105.7105
425.28696875,5105.765
425.3723125,5105.8225
425.44290625,5105.879
425.52103125,5105.8955
425.5983125,5105.899
425.6730625,5105.9025
425.7145,5105.896
425.786875,5105.866
425.86128125,5105.839
425.91178125,5105.8135
425.98475,5105.8125
426.04753125,5105.8105
426.09659375,5105.8115
426.14721875,5105.8135
426.19578125,5105.8145
426.24559375,5105.8155
426.32203125,5105.864
426.38671875,5105.9015
426.4445625,5105.942
426.4891875,5105.9865
426.54346875,5106.029
426.59615625,5106.045
426.6478125,5106.059
426.6999375,5106.059
426.755375,5106.0625
426.79096875,5106.066
426.86265625,5106.0625
426.91015625,5106.0505
426.974875,5106.011
427.13946875,5106.0475
427.18709375,5106.0705
427.24209375,5106.0955
